conversations
"[{'content': 'ما هو عنوان الكتاب الذي يظهر في طبعته الثانية؟', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'أي صورة تتبع نفس النمط أو القاعدة التي تم تحديدها بواسطة الصور السابقة؟ الخيارات:  أ) الصورة أ، ب) الصورة ب، ج) الصورة ج، د) الصورة د', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'أي صورة تتبع نفس النمط أو القاعدة التي تم تحديدها بواسطة الصور السابقة؟ الخيارات:  أ) الصورة أ، ب) الصورة ب، ج) الصورة ج، د) الصورة د', 'role': 'user'}
 {'content': 'د', 'role': 'assistant'}]"
"[{'content': 'ما هي فترة هذه الدالة y = a sin(bx)، حيث إن كل من a و b عددان صحيحان؟ أجب عن السؤال برقم عشري.', 'role': 'user'}
 {'content': '2.0944', 'role': 'assistant'}]"
"[{'content': 'أوجد محيط المثلث البرتقالي.', 'role': 'user'}
 {'content': '12', 'role': 'assistant'}]"
"[{'content': 'باستخدام شبكة الغذاء أعلاه، ماذا سيحدث للكائنات الأخرى إذا انخفض عدد النمور؟ الخيارات: أ) سيزداد عدد الفهود ب) سينخفض عدد الضباع ج) سيزداد عدد الماشية د) لن يحدث شيء', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'مشتقة f(x) عند x=1 هي ____ تلك عند x=5 الخيار: (أ) أكبر من (ب) أصغر من (ج) تساوي', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'ما هي قيمة الدالة عندما تكون x = 1؟', 'role': 'user'}
 {'content': '-1', 'role': 'assistant'}]"
"[{'content': 'ما هي الإحداثيات الكارتيزية للنقطة التي إحداثياتها القطبية هي (3, 3.53)؟', 'role': 'user'}
 {'content': '(-2.77, -1.15)', 'role': 'assistant'}]"
"[{'content': 'أي من الأرقام التالية هو الأقرب لقيمة f(x) عند x = 1؟\nالخيار: (أ) 5 (ب) 3 (ج) 1', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'هل الدالة f:R\\{0}->R متباينة، شاملة، أم متكافئة؟ الخيار: أ) متباينة ب) شاملة ج) متكافئة د) لا شيء مما سبق', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'سؤال: يتم وضع دائرتين متطابقتين داخل مربع بحيث تكونان متماستين لبعضهما في نقطة واحدة، وكل دائرة تمس المربع في نقطتين، كما هو موضح. إذا كان نصف قطر كل دائرة هو 5، فما هي مساحة المربع؟', 'role': 'user'}
 {'content': '291.4214', 'role': 'assistant'}]"
"[{'content': 'الدالة f(x) هي دالة تكعيبية. ما قيمة f(x) عندما x = 4؟', 'role': 'user'}
 {'content': '563', 'role': 'assistant'}]"
"[{'content': 'تُظهر الصورة مشتقة الدالة f(x). أين يوجد الحد الأدنى أو الأقصى المحلي للدالة f(x)؟', 'role': 'user'}
 {'content': '-1', 'role': 'assistant'}]"
"[{'content': 'كما هو موضح في الشكل، تتقاطع الخطوط AB وCD عند النقطة O. يقسم OF الزاوية ∠AOC. إذا كانت ∠AOF = 61°، فما هي درجة ∠AOD؟', 'role': 'user'}
 {'content': '58', 'role': 'assistant'}]"
"[{'content': 'تُظهر الصورة مشتقة الدالة f(x). أين يوجد الحد الأدنى المحلي لـ f(x)؟', 'role': 'user'}
 {'content': '-5', 'role': 'assistant'}]"
"[{'content': 'تُظهر الصورة مشتقة الدالة f(x). أين يوجد الحد الأقصى المحلي لـ f(x)؟', 'role': 'user'}
 {'content': '-1', 'role': 'assistant'}]"
"[{'content': 'أوجد مساحة الجزء الأزرق.', 'role': 'user'}
 {'content': '25.1327', 'role': 'assistant'}]"
"[{'content': 'الزاوية القطاعية هي 30 درجة. ما هي مساحة الجزء الأزرق؟', 'role': 'user'}
 {'content': '61.7847', 'role': 'assistant'}]"
"[{'content': 'ما الذي يوجد في الجانب الشمالي من المنزل؟ الخيارات: (أ) الجامعة (ب) المطعم (ج) الحديقة (د) المكتبة', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'ما هو طول PQ إذا كانت المربعات ACDE وCBFG مبنية على الخارج من المثلث ‚ñ≥ABC بحيث يكون AC وBC كأحد الأضلاع، على التوالي؟ النقطة P هي منتصف EF. إذا كان AC = 10، BC = 8، وAB = 9، فما هو طول PQ؟', 'role': 'user'}
 {'content': '4.5', 'role': 'assistant'}]"
"[{'content': 'ما هو الحد الأعلى الأدنى لهذه الدالة؟', 'role': 'user'}
 {'content': '1.5708', 'role': 'assistant'}]"
"[{'content': 'أوجد مساحة الجزء المظلل.', 'role': 'user'}
 {'content': 'القيمة المطلقة ل -١', 'role': 'assistant'}]"
"[{'content': 'ما هي فترة هذه الدالة y = a*cos(b*x)، حيث أن كل من a و b عددان صحيحان؟ أجب عن السؤال برقم عشري.', 'role': 'user'}
 {'content': '3.1416', 'role': 'assistant'}]"
"[{'content': 'هل هذا الرسم البياني رسم بياني دوري؟ الخيار: (أ) نعم (ب) لا', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'ما هي الحقيقة الصحيحة حول المجموعة A والمجموعة B في الصورة؟ الخيار: (A) A ‚äÇ B (B) A ‚äÉ B (C) A ‚à™ B (D) A ‚à© B = ‚àÖ', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'في الرسم البياني، هناك ثلاثة أنصاف دوائر. د هو قطر نصف الدائرة البيضاء اليسرى، ود هو قطر نصف الدائرة البيضاء اليمنى. أوجد مساحة الجزء الأزرق.', 'role': 'user'}
 {'content': '11.25\\π', 'role': 'assistant'}]"
"[{'content': 'ما هو المنحنى الأرجواني؟ الخيار: أ) دالة سيجمويد ب) دالة تانج ج) دالة ليكي ريليو', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'في أي ربع تقع هذه الدالة؟ الخيارات: أ) الربع الأول ب) الربع الثاني ج) الربع الثالث د) الربع الرابع', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'ما هو حجم المخروط الدائري المقطوع الموضح أدناه والذي له نصف قطر القاعدة الكبيرة 10 سم ونصف قطر القاعدة الصغيرة 4 سم؟ ارتفاع المخروط المقطوع هو 5 سم.', 'role': 'user'}
 {'content': '816.8141', 'role': 'assistant'}]"
"[{'content': 'السؤال: تم رسم ‚ô† على الورقة. نقوم بتدوير الورقة في اتجاه عقارب الساعة بزاوية 90¬∞ ثم نديرها عكس اتجاه عقارب الساعة بزاوية 180¬∞. أي شكل يمكننا رؤيته الآن؟ الخيار: (أ) (ب) (ج) (د)', 'role': 'user'}
 {'content': 'د', 'role': 'assistant'}]"
"[{'content': 'تُظهر الصورة المشتقة الثانية للدالة التكعيبية f(x). هل f(x) مقعرة أم محدبة عند x = -1؟ الخيار: أ) محدبة ب) مقعرة ج) نقطة انعطاف', 'role': 'user'}
 {'content': 'ب', 'role': 'assistant'}]"
"[{'content': 'ما هو حجم هذا الهرم الأزرق المربع القائم؟', 'role': 'user'}
 {'content': '149.3333', 'role': 'assistant'}]"
"[{'content': 'ما هي المساحة السطحية لهذا الهرم الوردي المربع القائم؟', 'role': 'user'}
 {'content': '192.9961', 'role': 'assistant'}]"
"[{'content': 'f(z) = 72،  هو الدائرة الأرجوانية الموضحة في الصورة. أوجد ج ∮cf(z)dz.', 'role': 'user'}
 {'content': '0', 'role': 'assistant'}]"
"[{'content': 'إذا تم عكس النقطة السوداء في المحور السيني، ما هي إحداثيات صورتها؟ يرجى الإجابة في الشكل (_, _)', 'role': 'user'}
 {'content': '(0، 6)', 'role': 'assistant'}]"
"[{'content': 'إذا تم عكس النقطة الحمراء في محور y، ما هي إحداثيات صورتها؟ يرجى الإجابة بالشكل (_, _)', 'role': 'user'}
 {'content': '(2، 4)', 'role': 'assistant'}]"
"[{'content': 'إذا تم عكس النقطة الزرقاء حول الأصل، ما هي إحداثيات صورتها؟ يرجى الإجابة في الشكل (_, _)', 'role': 'user'}
 {'content': '(3، 2)', 'role': 'assistant'}]"
"[{'content': 'ما هي المسافة بين النقطة أ والنقطة ب؟', 'role': 'user'}
 {'content': '12.8062485', 'role': 'assistant'}]"
"[{'content': 'ما هو أول حافة تُضاف إلى الشجرة الممتدة الدنيا عند تشغيل خوارزمية كروسكال؟ في حالة التعادل، اختر الحافة التي تأتي أولاً بترتيب الحروف الأبجدية، أي إذا كان عليك الاختيار بين AS وAE، فستختار AE أولاً.', 'role': 'user'}
 {'content': 'SB', 'role': 'assistant'}]"
"[{'content': 'الشكل يظهر رسوم بيانية للدوال f(x) و g(x) المعرفة على الأعداد الحقيقية. كل رسم بياني يتكون من نصفين مستقيمين متعامدين. أي معادلة تتحقق لكل عدد حقيقي $x$؟ الخيار: A) f(x)=g(x)-5 B) f(x)=-g(x - 5) C) f(x)=g(x - 5) D) f(x)=-g(x)-5', 'role': 'user'}
 {'content': '(B) \\( f(x) = -g(x - 5) \\).', 'role': 'assistant'}]"
"[{'content': 'فترة المنحنى الأحمر هي ____ تلك الخاصة بالمنحنى الأزرق. الخيارات: (أ) أكبر من (ب) مساوية لـ (ج) أصغر من', 'role': 'user'}
 {'content': 'ج', 'role': 'assistant'}]"
"[{'content': 'لكل من النقاط  أ،ب،د،ج في المستطيل أ،ب،ج،د، يتم حساب النسبة بين الإحداثي السيني والإحداثي الصادي. لأي نقطة ستحصل على أصغر نسبة؟ الخيار: (أ) أ (ب) ب (ج) ج(د) د', 'role': 'user'}
 {'content': 'د', 'role': 'assistant'}]"
"[{'content': 'ما هو عدد السنتيمترات المكعبة من الصندوق التي لا تشغلها الكرة الصلبة؟', 'role': 'user'}
 {'content': '3811.2098', 'role': 'assistant'}]"
"[{'content': 'هل هذا الرسم البياني ثنائي القسمة؟ الخيار: (أ) نعم (ب) لا', 'role': 'user'}
 {'content': 'أ', 'role': 'assistant'}]"
"[{'content': 'حدد القيم التي يكون عندها x=a حيث تكون الدالة متصلة ولكن غير قابلة للاشتقاق عند x=a.', 'role': 'user'}
 {'content': '1', 'role': 'assistant'}]"
"[{'content': 'أوجد مساحة الجزء المظلل.', 'role': 'user'}
 {'content': '0.8284', 'role': 'assistant'}]"
"[{'content': 'نقطة P تقع داخل المربع ABCD، و PA = 8، PB = 16، PC = 24. أوجد طول ضلع المربع.', 'role': 'user'}
 {'content': '22.3835', 'role': 'assistant'}]"
"[{'content': 'أوجد الرقم المفقود.', 'role': 'user'}
 {'content': '87', 'role': 'assistant'}]"
